,FIRST,LAST,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,datenbankart,LEBENDIG,AGE
2652,Arnold338,Mann644,4707b730-0267-a2f7-59ae-f6153a1fe0ad,1946-03-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-66-9549,S99987413,X7128476X,Mr.,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,681 Gusikowski Gardens,Westborough,Massachusetts,Worcester County,,42.2288428579278,-71.596929582126,1672290.0,5326.24,metabolic,lebend,77
2653,Antonina346,Hettinger594,497daff6-30b3-cf97-2009-7118c0ea7f6a,1973-11-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-28-6589,S99913126,X42950327X,Mrs.,,Streich926,M,white,nonhispanic,F,Lynn  Massachusetts  US,691 Botsford Rest Apt 8,Concord,Massachusetts,Middlesex County,,42.45221445015025,-71.3242081524605,964760.0,2348.08,metabolic,lebend,50
2654,Oswaldo857,Luettgen772,574f3884-9b7e-fb72-5a34-ddede2692062,1954-01-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-33-6875,S99969742,X53019570X,Mr.,,,M,white,nonhispanic,M,Cohasset  Massachusetts  US,827 Wiza Extension Unit 14,Middleborough,Massachusetts,Plymouth County,,41.865573602673706,-70.87011603868208,1726205.0,4977.96,metabolic,lebend,69
2655,Lacy523,Rath779,fda1a78e-b7cc-892c-7cc8-82baa27f3803,1995-04-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-55-3686,S99953318,X47982808X,Mr.,,,,white,nonhispanic,M,Deerfield  Massachusetts  US,507 Ullrich Plaza Suite 28,Boston,Massachusetts,Suffolk County,2111.0,42.27250550837533,-71.11866096165826,526820.0,2354.8,metabolic,lebend,28
2656,Jayne73,Miller503,7afa96c1-488b-a35b-a805-4f63fc8406a5,1984-10-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-90-8910,S99980522,X4214602X,Mrs.,,Kemmer137,M,white,nonhispanic,F,Wareham  Massachusetts  US,669 Huels Extension,Chelmsford,Massachusetts,Middlesex County,,42.6318802394125,-71.36491273817256,871820.0,2442.28,metabolic,lebend,39
2657,Efren426,Beier427,af1dda11-4e9a-bdeb-c5c0-b9c3aef14aaa,1968-10-16 00:00:00.000000,2023-02-15 14:31:59.426314,999-33-8239,S99974319,X74271283X,Mr.,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,911 Moen Quay Apt 13,Malden,Massachusetts,Middlesex County,,42.44647599094007,-71.13502720627072,1381215.0,3609.72,metabolic,lebend,55
2658,Eryn994,Wehner319,44055eb0-4592-a154-907e-b20c7bddc49a,1961-06-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-38-6592,S99932939,X52752044X,Mrs.,,Runolfsdottir785,M,white,nonhispanic,F,Stoughton  Massachusetts  US,196 Feil Rapid Unit 8,Scituate,Massachusetts,Plymouth County,2066.0,42.19007424579233,-70.76267977358965,1575035.0,4293.84,metabolic,lebend,62
2659,Delcie812,Crona259,56d56794-5168-b156-a1a1-0497de03a167,1957-12-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-63-6513,S99960425,X74188076X,Mrs.,,Funk324,M,white,nonhispanic,F,Dudley  Massachusetts  US,1007 Crooks Ville Unit 80,Easton,Massachusetts,Bristol County,,42.07455920345234,-71.13857525524678,1363725.0,3920.48,metabolic,lebend,66
2660,Gil594,Wyman904,c5baa6e1-8787-2f67-fd6e-7a02b6adf6ba,1980-01-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-32-3690,S99952963,X1715082X,Mr.,,,M,asian,nonhispanic,M,Billerica  Massachusetts  US,228 Spencer Underpass,Lynn,Massachusetts,Essex County,1901.0,42.49734420107757,-70.95271535471672,838800.0,2120.6,metabolic,lebend,43
2661,Dustin31,Rowe323,0e5d3271-064e-2606-44f6-5b1b043d5b3f,1953-01-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-99-9494,S99970974,X30621923X,Mr.,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,474 Kris Well Apt 96,Great Barrington,Massachusetts,Berkshire County,1230.0,42.26950270525122,-73.3305524980606,1338110.0,4002.12,metabolic,lebend,70
2662,Christopher407,Green467,31be5f6b-37cf-309e-d67e-11ccd20d5058,2011-05-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-28-2365,,,,,,,white,nonhispanic,F,Boston  Massachusetts  US,626 Olson Annex Suite 27,Seekonk,Massachusetts,Bristol County,,41.79446856725935,-71.34442966265843,232000.0,2324.88,metabolic,lebend,12
2663,China583,Howell947,77dabad8-b7bf-cb3a-ea68-107f4832ffaf,1990-06-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-17-3459,S99961129,X50276325X,Ms.,,,S,asian,nonhispanic,F,Chelsea  Massachusetts  US,458 Barrows Extension,Watertown,Massachusetts,Middlesex County,2472.0,42.41495278851627,-71.16576991187752,772140.0,2563.96,metabolic,lebend,33
2664,Natalia964,Lowe577,f72fb3e4-39cd-1882-7d6e-df78686b3373,1968-01-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-68-1956,S99927942,X11675386X,Ms.,,,S,white,nonhispanic,F,Boston  Massachusetts  US,232 Spinka Promenade,Boston,Massachusetts,Suffolk County,2215.0,42.30155982320085,-71.09350643695365,1337640.0,3384.72,metabolic,lebend,55
2665,Floyd420,Boyer713,d8cd9f8a-f6ea-1071-15c7-477cf71d5655,1956-05-12 00:00:00.000000,2023-02-15 14:31:59.426314,999-12-7611,S99965840,X68948160X,Mr.,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,843 Predovic Burg,Lowell,Massachusetts,Middlesex County,,42.60105605891287,-71.27748043440073,1709345.0,4829.639999999999,metabolic,lebend,67
2666,Alba338,Konopelski743,ccf5ce69-ce07-af78-e816-793558b1a6c0,1998-10-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-78-4704,S99955263,X36127384X,Ms.,,,,white,nonhispanic,F,Boston  Massachusetts  US,196 Littel Brook Suite 74,New Bedford,Massachusetts,Bristol County,2743.0,41.73795325698269,-70.93022464865686,508420.0,2496.48,metabolic,lebend,25
2667,Lesley194,Reichert620,8845a660-fc2a-0039-71ee-b31c3a5e1b0e,2020-05-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-48-4089,,,,,,,white,hispanic,F,West Springfield  Massachusetts  US,901 Glover Drive Unit 37,Fitchburg,Massachusetts,Worcester County,1420.0,42.59643780847674,-71.80668356513277,516.64,0.0,metabolic,lebend,3
2668,Candi549,Stanton715,a361f3ee-9ec5-1725-9ac1-984bc3e969cd,1979-04-08 00:00:00.000000,1997-01-12 00:00:00.000000,999-86-5447,S99920616,,,,,,white,nonhispanic,F,Amherst  Massachusetts  US,799 Towne Wynd Apt 84,Chicopee,Massachusetts,Hampden County,,42.197659425316886,-72.53944510567628,387325.61,1610.37,metabolic,tod,18
2669,Elbert916,Homenick806,a4d45b7c-1e9b-c8fd-c813-867a6b762226,1981-08-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-98-9069,S99918931,X87043658X,Mr.,,,M,white,nonhispanic,M,Boston  Massachusetts  US,355 Maggio Ville Apt 2,Taunton,Massachusetts,Bristol County,2718.0,41.93070748288805,-71.13560138589462,119990.0,2651.44,metabolic,lebend,42
2670,Jone716,Pfannerstill264,4917f335-e9de-30f7-1b7e-a8d0248ac2ec,2004-03-12 00:00:00.000000,2023-02-15 14:31:59.426314,999-71-5653,S99948197,,,,,,white,nonhispanic,F,Dracut  Massachusetts  US,640 Hoeger Corner Unit 3,Concord,Massachusetts,Middlesex County,,42.45820421754687,-71.39641982088555,404520.0,2709.0,metabolic,lebend,19
2671,Margene509,Champlin946,5181a328-a599-f8fc-851a-d06f75f71c11,1946-10-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-48-7529,S99978587,X26183669X,Mrs.,,Gaylord332,M,white,nonhispanic,F,Palermo  Sicily  IT,352 Okuneva Haven,Hingham,Massachusetts,Plymouth County,2043.0,42.1895958686791,-70.88993272377425,1357670.0,4217.08,metabolic,lebend,77
2672,Ivan258,Bins636,178fb9b9-f267-0e24-8daa-985f7725a11a,1981-05-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-30-3822,S99945638,X55134045X,Mr.,,,M,white,nonhispanic,M,Gardner  Massachusetts  US,127 Herman Bridge,Freetown,Massachusetts,Bristol County,,41.78329437421336,-70.99113590138911,811520.0,2071.44,metabolic,lebend,42
2673,Rosa195,Purdy2,7c08ee17-1e6d-6dd3-e010-e37b9b64c559,1976-07-19 00:00:00.000000,2015-08-24 00:00:00.000000,999-89-6023,S99964016,X16802433X,Mrs.,,O'Hara248,M,white,nonhispanic,F,Cambridge  Massachusetts  US,735 Goldner Ferry Unit 89,Andover,Massachusetts,Essex County,,42.61405445757342,-71.18017897332078,802932.53,3079.68,metabolic,tod,39
2674,Arianne988,Denesik803,a051330b-d8d7-193d-d49a-010c597d89da,2008-03-16 00:00:00.000000,2023-02-15 14:31:59.426314,999-69-3568,,,,,,,black,nonhispanic,F,Rockland  Massachusetts  US,600 Weissnat Orchard Unit 44,Weymouth,Massachusetts,Norfolk County,2189.0,42.274724655219146,-70.94617216645679,261800.0,2712.36,metabolic,lebend,15
2675,Kent912,Powlowski563,03dc7b02-acb2-fb43-bb00-f90abfde39e0,1970-08-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-30-5615,S99930527,X77658152X,Mr.,,,M,white,nonhispanic,M,New Marlborough  Massachusetts  US,836 Smitham Grove,Northfield,Massachusetts,Franklin County,,42.67094405560132,-72.48707598160239,1151810.0,3114.72,metabolic,lebend,53
2676,Abram53,Smith67,84afc27a-9703-7a40-b1d8-28f68aad878e,1976-02-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-95-2407,S99992733,X4804125X,Mr.,JD,,M,white,nonhispanic,M,Berkley  Massachusetts  US,276 Maggio Corner,Marlborough,Massachusetts,Middlesex County,,42.38934087190085,-71.5510268774709,1187505.0,3073.92,metabolic,lebend,47
2677,Nancie476,Schulist381,7daa3487-d921-4ef4-4946-66b67a58c2b3,1976-07-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-96-7674,S99954901,X87426346X,Mrs.,,Feest103,M,white,nonhispanic,F,Franklin  Massachusetts  US,466 Trantow Trafficway,Andover,Massachusetts,Essex County,1810.0,42.629876676346754,-71.18059328367242,1070015.0,2763.92,metabolic,lebend,47
2678,Bailey598,Quitzon246,23361c84-ace3-f9ec-8452-6e9feb2d2ab8,1985-06-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-95-8139,S99912878,X84215998X,Ms.,,,S,white,hispanic,F,Canton  Massachusetts  US,189 McDermott Esplanade Apt 92,Rehoboth,Massachusetts,Bristol County,,41.85287596909605,-71.2641864150199,940940.0,2722.28,metabolic,lebend,38
2679,Chanelle850,Keeling57,7c39d2c8-608b-7f98-76d8-ee75f5e9b6b1,1994-05-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-37-5826,S99969854,X52762390X,Ms.,,,,white,nonhispanic,F,Wayland  Massachusetts  US,1097 Ferry Gardens,Andover,Massachusetts,Essex County,,42.62492957017803,-71.15034100389603,673200.0,2674.8,metabolic,lebend,29
2680,Lucila204,Rohan584,2f48bab7-687d-8abc-6c78-125468b193bd,1963-12-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-69-2632,S99959834,X73683350X,Mrs.,,Hoppe518,M,white,nonhispanic,F,Dedham  Massachusetts  US,147 Nikolaus Camp Suite 39,Swampscott,Massachusetts,Essex County,,42.52273783664694,-70.88194305314796,1440600.0,3841.36,metabolic,lebend,60
2681,Darren774,Bahringer146,c96a1b5b-5a66-c233-9237-32881ee2deaf,2012-12-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-11-6638,,,,,,,white,nonhispanic,M,Boston  Massachusetts  US,541 Rowe Grove,Quincy,Massachusetts,Norfolk County,2169.0,42.33002493884979,-70.98153322057351,24250.0,2195.72,metabolic,lebend,11
2682,Mira443,Hintz995,963eaf01-8153-8457-664d-45ffbd7d826c,1979-04-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-67-5287,S99961635,X27613606X,Ms.,,,S,white,nonhispanic,F,Barnstable  Massachusetts  US,906 Daugherty Flat,Chicopee,Massachusetts,Hampden County,1013.0,42.14074749507837,-72.55670096512338,1103850.0,2870.6,metabolic,lebend,44
2683,Rae910,Koch169,4b870fcd-09a8-26da-e49c-b6a0c08dcb77,1950-11-25 00:00:00.000000,2023-02-15 14:31:59.426314,999-28-9448,S99943393,X29921776X,Mrs.,,Lehner980,M,white,nonhispanic,F,Wendell  Massachusetts  US,895 Hodkiewicz Meadow,Sandwich,Massachusetts,Barnstable County,2563.0,41.68296024816202,-70.46945159824821,1733670.0,5200.44,metabolic,lebend,73
2684,Teodoro374,Mertz280,9e00de92-400d-c458-170c-d4a4579a9a7f,1993-03-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-66-7942,S99995167,X49200975X,Mr.,,,S,white,nonhispanic,M,Acton  Massachusetts  US,261 Schimmel Plaza,Peabody,Massachusetts,Essex County,,42.55307745214257,-70.98185973638309,669365.0,2509.8,metabolic,lebend,30
2685,Latasha666,Ankunding277,80764f60-23df-b2e7-0463-4c1d00026955,1974-08-05 00:00:00.000000,2023-02-15 14:31:59.426314,999-29-6805,S99989136,X7964397X,Mrs.,,D'Amore443,M,white,nonhispanic,F,North Adams  Massachusetts  US,292 Stroman Gate Suite 14,Braintree,Massachusetts,Norfolk County,,42.248006324873735,-71.02927798193478,1171620.0,2988.08,metabolic,lebend,49
2686,Yuki258,Bruen238,c7f95f8b-e088-fe9c-f3eb-add8d36beb64,1973-06-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-69-7652,S99949245,X7344990X,Mrs.,,Pollich983,M,asian,nonhispanic,F,Hanoi  Hà Đông  VN,638 Reilly Underpass,Quincy,Massachusetts,Norfolk County,2186.0,42.216680094184426,-70.96054857146684,1257960.0,3148.08,metabolic,lebend,50
2687,Linda558,Green467,a82a0dae-b45c-be9d-ce87-4768f0b2a803,1967-12-12 00:00:00.000000,2023-02-15 14:31:59.426314,999-10-5134,S99997150,X87599973X,Ms.,,,S,white,nonhispanic,F,Fall River  Massachusetts  US,882 Rohan Light,Medford,Massachusetts,Middlesex County,2155.0,42.39347039846052,-71.15648332287796,1276210.0,3214.72,metabolic,lebend,56
2688,Dimple273,Zemlak964,6c2d64ad-fa31-f777-4814-46fa1f26973b,1982-05-30 00:00:00.000000,2023-02-15 14:31:59.426314,999-60-8048,S99981377,X70524486X,Mrs.,,Hammes673,M,white,nonhispanic,F,Harvard  Massachusetts  US,462 Renner Ferry Apt 16,Norwood,Massachusetts,Norfolk County,2062.0,42.186365592818106,-71.18064449263545,881730.0,2361.44,metabolic,lebend,41
2689,Mable471,Smith67,4957f093-b623-a381-b7f6-1a712b062416,1970-02-24 00:00:00.000000,2023-02-15 14:31:59.426314,999-96-7521,S99923918,X86038831X,Mrs.,,Toy286,M,white,nonhispanic,F,Walpole  Massachusetts  US,510 Lebsack Extension,Concord,Massachusetts,Middlesex County,,42.47814649412376,-71.40693693999422,1039640.0,2526.4,metabolic,lebend,53
2690,Ronny764,Rutherford999,10b437ed-791f-1935-c6f8-528791cf22a9,2007-09-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-69-3481,,,,,,,white,nonhispanic,M,Billerica  Massachusetts  US,185 Fisher Lodge Apt 53,Westminster,Massachusetts,Worcester County,,42.53793753837832,-71.93123692465069,288000.0,2841.52,metabolic,lebend,16
2691,Hazel720,Ziemann98,173ee0e9-aa1a-7d0d-f840-e54a38d6d039,1955-09-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-36-2302,S99965840,X67995381X,Mrs.,,Purdy2,M,black,nonhispanic,F,Merrimac  Massachusetts  US,111 Champlin Drive Unit 64,Freetown,Massachusetts,Bristol County,,41.76533627244816,-71.01356028103834,1409729.86,4203.61,metabolic,lebend,68
2692,Efrain317,Hills818,f08320f6-d3e3-cbee-ad00-9d4629d3301c,2005-08-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-21-3297,,,,,,,black,nonhispanic,M,Springfield  Massachusetts  US,495 Kunde Road,Boston,Massachusetts,Suffolk County,2108.0,42.414893175166384,-71.02306066680688,386580.0,2919.84,metabolic,lebend,18
2693,Kimbery217,Lehner980,38f45948-26ac-1885-9bf0-b889496d4304,1994-08-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-84-6729,S99979301,X45924459X,Ms.,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,423 Jacobs Stravenue Unit 4,Auburn,Massachusetts,Worcester County,,42.15511579981438,-71.83294496901105,603700.0,2474.8,metabolic,lebend,29
2694,Lyman173,Kautzer186,1cf4a7b7-5ade-e620-73b9-b4e64ad07fc5,1961-07-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-53-8844,S99934537,X54598785X,Mr.,,,S,white,nonhispanic,M,Brookline  Massachusetts  US,816 Rohan Mall Unit 84,Winchendon,Massachusetts,Worcester County,,42.67965851624096,-72.08372877282308,1216760.0,3368.84,metabolic,lebend,62
2695,Aiko748,McCullough561,d0ff469f-bdf8-06bb-4387-874c12819461,2017-07-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-35-4884,,,,,,,white,nonhispanic,F,Boston  Massachusetts  US,208 Koepp Burg Suite 52,Brockton,Massachusetts,Plymouth County,2351.0,42.04338282683069,-70.97617522549292,20704.12,516.64,metabolic,lebend,6
2696,Loren192,Goodwin327,ccaa9c7e-a25f-a8da-21eb-d0f8440e699a,1972-09-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-93-8980,S99954580,X43234381X,Mr.,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,756 Huel Route Apt 38,New Bedford,Massachusetts,Bristol County,,41.61913882890779,-70.95933448858908,1162080.0,2957.24,metabolic,lebend,51
2697,Micah422,Windler79,855dce07-ea19-a6db-763c-4651d1d912c3,1997-11-07 00:00:00.000000,2023-02-15 14:31:59.426314,999-73-1415,S99984518,X6742400X,Mr.,,,,white,nonhispanic,M,Dedham  Massachusetts  US,695 Barrows Parade,Marlborough,Massachusetts,Middlesex County,,42.39817181721849,-71.53322905947196,473960.0,2385.64,metabolic,lebend,26
2698,Dillon740,Mohr916,09d9d8d6-dafb-015c-7897-4849baf6507f,2011-02-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-10-8278,,,,,,,white,hispanic,M,Boston  Massachusetts  US,594 Schaefer Junction Unit 93,Rochester,Massachusetts,Plymouth County,,41.79944622395704,-70.80063706387598,261800.0,2324.88,metabolic,lebend,12
2699,Randi364,Satterfield305,71d29267-8569-e757-331d-43d23bb66961,2018-09-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-45-1736,,,,,,,white,nonhispanic,F,Woburn  Massachusetts  US,215 Thiel Stravenue Apt 17,Dracut,Massachusetts,Middlesex County,,42.6723039361274,-71.25667867077087,18645.8,516.64,metabolic,lebend,5
2700,Lyndon118,Boyle917,bde05fce-3d1c-e572-c930-cebcaf9a34ee,2001-01-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-30-7658,S99989887,,Mr.,,,,white,nonhispanic,M,Middleton  Massachusetts  US,737 Deckow Lock Suite 53,Fall River,Massachusetts,Bristol County,2747.0,41.56144697133219,-71.08151726264515,25470.68,245.8,metabolic,lebend,22
2701,Randa356,Block661,233b99e5-bfe1-73e6-8378-ced499e2cae4,1972-05-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-40-9751,S99991974,X26147214X,Mrs.,,Stroman228,M,white,nonhispanic,F,Quincy  Massachusetts  US,879 Schultz Crossing Unit 55,Rehoboth,Massachusetts,Bristol County,,41.86509425352496,-71.25694003362608,1111840.0,2797.24,metabolic,lebend,51
2702,Michaela318,Paucek755,b23e6cc8-41e5-feec-d369-e490d7084c34,1961-05-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-66-4585,S99942020,X76761735X,Mrs.,,Boehm581,M,black,nonhispanic,F,Springfield  Massachusetts  US,662 Kub Center Unit 66,Waltham,Massachusetts,Middlesex County,2451.0,42.332759172855,-71.21405039889426,1575035.0,4293.84,metabolic,lebend,62
2703,Long300,Walsh511,65327588-8d67-3cb6-a292-a8d061742c2f,1979-06-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-55-2577,S99973166,X14505020X,Mr.,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,656 Lubowitz Mission Apt 5,Northampton,Massachusetts,Hampshire County,1053.0,42.31120192241544,-72.59265121304452,999950.0,2570.6,metabolic,lebend,44
2704,Naida467,Wiegand701,6be3b943-1984-891e-4a17-8e144b0297e1,2012-08-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-17-9841,,,,,,,white,nonhispanic,F,Tolland  Massachusetts  US,873 Turcotte Branch Unit 26,Norwood,Massachusetts,Norfolk County,2090.0,42.19556649895444,-71.184396554253,181800.0,2195.72,metabolic,lebend,11
2705,Melodi744,Wolf938,14bd267e-2a23-5290-7032-46abf2743be9,1961-09-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-14-6817,S99984581,X29553960X,Ms.,,,S,white,nonhispanic,F,Revere  Massachusetts  US,601 Durgan Run,Montague,Massachusetts,Franklin County,,42.580409999723706,-72.55682803179056,1211934.69,3418.0,metabolic,lebend,62
2706,Damon455,Ondricka197,0e7bae4e-a389-bd72-be3f-65bfde167312,2008-03-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-84-4152,,,,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,641 Lesch Arcade Apt 7,Great Barrington,Massachusetts,Berkshire County,1230.0,42.15086706825806,-73.28896418539915,277200.0,2712.36,metabolic,lebend,15
2707,Jacalyn740,Gottlieb798,0d8b6704-6846-5c6a-4d90-43e4fefe31c4,1959-05-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-76-8449,S99915909,X45007795X,Mrs.,,Gaylord332,M,white,nonhispanic,F,Palmer  Massachusetts  US,1071 Von Walk,Dalton,Massachusetts,Berkshire County,,42.51171290520518,-73.15038264956765,1482470.0,4117.16,metabolic,lebend,64
2708,Sadie426,Schiller186,05a50859-d108-bfc5-dc4c-b22b4795dabc,1979-10-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-90-4775,S99975749,X26639863X,Mrs.,,Feil794,M,white,nonhispanic,F,Foxborough  Massachusetts  US,395 Kreiger Brook Suite 36,West Brookfield,Massachusetts,Worcester County,1585.0,42.2022279014425,-72.20423841883908,992088.24,2634.76,metabolic,lebend,44
2709,Weldon459,Schumm995,e750e0fd-35c1-847b-fa2a-375a30ab35e4,1975-10-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-21-5631,S99997054,X38337539X,Mr.,MD,,M,asian,nonhispanic,M,Canton  Massachusetts  US,260 Howell Ranch,Boston,Massachusetts,Suffolk County,2109.0,42.2797377072668,-71.06364015626167,1142160.0,2918.92,metabolic,lebend,48
2710,Cheree978,Kuhlman484,e4227bf1-b716-a78c-6d92-91545cc0d539,1957-09-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-64-4669,S99933228,X4152261X,Mrs.,,Sanford861,M,white,nonhispanic,F,Worcester  Massachusetts  US,920 Price Row Suite 90,Worcester,Massachusetts,Worcester County,1609.0,42.29825156311522,-71.71967826235928,1522535.0,4310.48,metabolic,lebend,66
2711,Jim478,Smith67,b75ea18f-78de-f9bf-76a5-62b63191e716,1988-01-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-65-5791,S99958359,X10483789X,Mr.,,,M,white,nonhispanic,M,Sudbury  Massachusetts  US,321 Pfannerstill Ville,Lawrence,Massachusetts,Essex County,1841.0,42.70631794708293,-71.15508597389334,100310.0,2573.12,metabolic,lebend,35
2712,Miss492,Huels583,3fc6f0b3-1f10-1a60-a944-cac1d06539a2,2012-02-05 00:00:00.000000,2023-02-15 14:31:59.426314,999-85-3194,,,,,,,white,nonhispanic,F,Worcester  Massachusetts  US,629 Zulauf Trail,South Hadley,Massachusetts,Hampshire County,,42.23933183306861,-72.58459613900396,19679.08,516.64,metabolic,lebend,11
2713,Pat3,Hahn503,94fd6c87-4b5e-2aac-f667-b669d4d9a217,1990-03-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-75-2669,S99917478,X45256768X,Mr.,,,M,black,hispanic,M,Boston  Massachusetts  US,288 Kub Camp Suite 0,Attleboro,Massachusetts,Bristol County,2703.0,41.8920078481641,-71.31462517073952,741560.0,2443.96,metabolic,lebend,33
2714,Era940,Cartwright189,a2a87865-9d6d-0d83-9dd5-4c7013dd8fa3,2010-08-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-65-8816,,,,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,354 Monahan Lock Unit 32,Chicopee,Massachusetts,Hampden County,1013.0,42.184435061776114,-72.60647481138777,223200.0,2454.04,metabolic,lebend,13
2715,Bertram873,Waters156,9ea7b1fa-9d1c-c25c-759e-ecfcdcac495e,1979-08-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-58-9662,S99926314,X2918471X,Mr.,,,M,white,hispanic,M,Dracut  Massachusetts  US,395 Johnston Mall Apt 49,Revere,Massachusetts,Suffolk County,2151.0,42.3867407382123,-70.9952151526106,946400.0,2420.6,metabolic,lebend,44
2716,Raelene218,Pfeffer420,8bab1fd8-121e-c560-1a34-ad6684684e27,1959-09-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-14-6296,S99953339,X25965071X,Mrs.,,Veum823,M,white,nonhispanic,F,Plymouth  Massachusetts  US,1063 Kuvalis Rue,Leominster,Massachusetts,Worcester County,1420.0,42.59068002974723,-71.79498225559931,1619090.0,4497.16,metabolic,lebend,64
2717,Maybelle917,Mosciski958,e2419e43-ab99-7f28-33ea-25169aa4fc13,1994-05-24 00:00:00.000000,2023-02-15 14:31:59.426314,999-79-1684,S99984946,X89497496X,Ms.,,,,white,nonhispanic,F,Winthrop  Massachusetts  US,615 Turcotte Stravenue Suite 67,Worcester,Massachusetts,Worcester County,1606.0,42.20598020422895,-71.76876763786086,577500.0,2374.8,metabolic,lebend,29
2718,Corie618,Adams676,e300f13a-5f84-9ed4-e053-0d47e913f521,1988-05-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-16-3391,S99932956,X13765604X,Mrs.,,Keeling57,M,white,nonhispanic,F,Lowell  Massachusetts  US,349 Heidenreich Skyway,Worcester,Massachusetts,Worcester County,1583.0,42.3179725702408,-71.70878245654096,668480.0,2053.12,metabolic,lebend,35
2719,Latrisha74,Lebsack687,e647ed99-d83f-3da7-b7ee-20bf6ff5a578,1964-08-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-66-5137,S99975218,X73797729X,Mrs.,,Leannon79,M,white,nonhispanic,F,Fall River  Massachusetts  US,331 Raynor Alley,Worcester,Massachusetts,Worcester County,1583.0,42.24173574324011,-71.74915355607726,1288750.0,3491.36,metabolic,lebend,59
2720,Dortha70,Boyer713,2dad31b4-2471-8406-4f1e-44d6a70212df,2008-04-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-99-4401,,,,,,,white,nonhispanic,F,Arlington  Massachusetts  US,914 Ryan Stravenue,Bedford,Massachusetts,Middlesex County,1730.0,42.54719908464799,-71.31255768571891,336600.0,2712.36,metabolic,lebend,15
